"PERSON_ID","NAME","SEX","NAME_EN","NAME_ZH","BIRTH","BIRTHPLACE","CONSTELLATORY","PROFESSION","BIOGRAPHY"
"1411819","铃木圣奈","女","","鈴木聖奈","","","","演员",""
"1411817","周小川","男","","","","","","演员",""
"1411815","林碧欣","女","","","","","","演员",""
"1411820","高桥浩","男","","高橋浩","","","","导演 / 编剧",""
"1411804","金正浩","男","","","","","","导演 / 编剧",""
"1411795","戴维·斯帕多拉","男","","","","","","演员",""
"1411796","马修·迈尔斯","男","","","","","","演员",""
"1411794","威廉·布鲁姆菲尔德","男","","","","","","演员",""
"1411789","赵靖舒玉","男","","","1991-12-21","中国,新疆,阿克苏","射手座","演员","中国知名跑酷选手，2008年开始练习跑酷。2010年6月，一次偶然的机会与新锐导演郭帆合作房祖名主演电影《李献计历险记》并为范明量身打造跑酷动作，上映后因影片反响热烈使得他在跑酷界声名大噪；2010年10月，参与香港著名导演梁柏坚影片《激浪青春》并担任跑酷动作指导；2011年4月合作拍摄跑酷微电影《竞速》并担任跑酷动作指导；2012年9月参与著名好莱坞动作导演鲍勃·布朗、张鹏导演影片《城市游戏》并为窦骁量身打造跑酷动作；现已成跑酷界新星的他最大的心愿就是让跑酷走进..."
"1411785","李思易","男","","","","","","导演",""
"1411779","加藤优子","女","加藤優子 / 加藤ゆう子 / 加藤有生子 / Yûko Katô","","1969-08-02","日本,千叶县","狮子座","配音 / 演员","日本の女性声優、ナレーター。旧芸名：加藤 ゆう子、加藤 優子。フリー。千葉県出身。"
"1411768","牧田哲也","男","","","1984-06-07","日本,爱知县","","演员",""
"1411769","卡赞·凯德","男","","","","伊拉克,库尔德地区","","导演",""
"1411764","扎克瑞·阿德勒","男","","","","","","导演",""
"1411747","仁后真耶子","女","仁後真耶子 / にご まやこ","","1979-12-02","日本,东京都","射手座","配音 / 演员","日本の女性声優。東京都出身。アイムエンタープライズ所属。"
"1411748","平田宏美","女","平田宏美 / 加賀ヒカル / 青山ハル / ひのきかをる / 仁科伊吹 / 白姫澪 / 深山怜子 / 錦部つかさ / 綿部つかさ / 沢木みなみ / 谷仲ユキ / 長嶋はやて / 伊川美乃里 / 柊ユキ","","1978-02-19","日本,广岛县","双鱼座","配音 / 演员","日本の女性声優。アイムエンタープライズ所属。広島県出身。血液型はAB型。"
"1411742","满仲由纪子","女","満仲由紀子","","1976-12-06","日本，三重","射手座","配音",""
"1411717","哈什·拉吉普特","男","","","","","","演员",""
"1411716","罗莎·诺瓦尔","女","","","","西班牙,加泰罗尼亚,巴塞罗那","","演员 / 配音",""
"1411711","周树基","男","Shu-Kei Chau","","","","","演员",""
"1411708","吉柳咲良","女","","","2004-04-22","日本,栃木县","金牛座","演员 / 配音",""
"1411704","苏奕瑄","男","","","","","","导演 / 编剧",""
"1411693","陈熙锋","男","","","1973-09-30","台湾","天秤座","演员",""
"1411692","小野健一","男","小野健一 / 小野喜久男","","1958-01-11","日本,东京都","摩羯座","配音 / 演员",""
"1411677","雪绘玲那","女","雪絵玲那 / 茉莉奈 / Marina / 雪絵れな / 久梨原れな","茉莉奈","1962-05-26","日本,京都府","双子座","配音",""
"1411659","田中一成","男","田中一成 / たなか かずなり","","","日本,大阪府","天秤座","配音 / 演员","日本の男性声優、ナレーター。青二プロダクションに所属していた。"
"1411648","乔斯林·洛朗","男","","","","","","演员",""
"1411654","王筝","女","","王铮","","","","演员",""
"1411646","阿提卡·格德杰","女","","","","","","演员 / 配音",""
"1411644","西尔维·瓦永","女","","","","","","导演 / 编剧",""
"1411632","光友牙子","女","光友冴子","","","日本,东京","","演员",""
"1411630","飞鸟珠美","女","","","","日本,东京都","","演员",""
"1411625","李康贤","男","","","","","","导演 / 摄影 / 剪辑 / 编剧 / 音效",""
"1411588","付明哲 ","男","","","","","","演员",""
"1411612","安东尼·加德特","男","","","","","","演员 / 导演 / 编剧",""
"1411600","下崎纮史","男","","下崎紘史","1977-09-25","日本,富山县","天秤座","配音",""
"1411552","张伟国","男","","","","","","导演",""
"1411558","俞明","男","Yu Ming","阮耀麟","1924-03-18","香港","","演员 / 制片人",""
"1411474","杜娟","女","","","","","","演员",""
"1411472","杨镇宁","男","","","","","","演员",""
"1411471","周丰德","男","Jay Chow","周豐德 / Jay大导(昵称) / 大文豪(昵称)","1999-02-15","香港,葵青区","水瓶座","选角 / 音乐 / 导演 / 剪辑 / 摄影",""
"1411436","赵嘉豪","男","","赵佳豪","","","","演员",""
"1411420","李大为","男","","","","","","演员",""
"1411375","李至元","男","","","","","","演员",""
"1411374","陈天仁","女","","","","","","演员",""
"1411372","刘国雄","男","","","","美国","","演员",""
"1411354","贡纳·贝西·比昂森","男","","","","","","演员",""
"1411351","约翰·西格罗森","男","","","1956-04-21","冰岛","","演员",""
"1411353","乔伦德尔·拉格纳松","男","","","1979-07-09","","","演员",""
"1411305","梁钦棋","男","","梁狄辉","","香港","","演员",""
"1411291","王鑫峰","男","","","","","","演员",""
"1411313","谈泉庆","男","","痰泉慶","","","","演员 / 配音",""
"1411265","魏冠男","男","","","1990-03-27","中国,江苏,淮安","白羊座","演员","2011年，魏冠男通过参演抗战剧《远去的飞鹰》而正式出道。"
"1411266","曹鹤夕","女","","","","","","演员",""
"1411261","余俪","女","Hazy","余丽","1996-08-26","中国,安徽,芜湖","处女座","演员",""
"1411260","裘晓洁","女","","","1992-02-12","中国,浙江,绍兴","水瓶座","演员",""
"1411242","王瑞萱","女","","","2004-11-26","中国,河南,郑州","射手座","演员",""
"1411190","新谷まづみ","女","","","","","","演员",""
"1411235","张祥林","男","","","","","","导演",""
"1411178","吴笑平","男","","","","","","演员",""
"1411118","高桥花林","女","高橋花林 / たかはし かりん","","1994-09-09","日本,神奈川县","处女座","配音 / 演员",""
"1411116","广森信吾","男","広森信吾 / 拡森信吾 / 森しん / Mori Shin","扩森信吾","1953-04-11","日本,鹿儿岛县","白羊座","配音 / 演员",""
"1411109","张炳灿","男","Ping-Chun Cheung / Chuen Cheung","张秉灿 / 张灿","","","","演员 / 动作特技 / 导演",""
"1411051","戴维·克罗利","男","","","","","","演员",""
"1411031","宮崎光代","女","","","","","","导演 / 制片人 / 编剧",""
"1411007","劳拉·古兹曼","女","","","","","","演员",""
"1410992","施骏喆","男","","","1990-08-26","","","演员",""
"1410956","结木滉星","男","","結木滉星","1994-12-10","日本,大分县","射手座","演员 / 配音",""
"1410959","李根","男","","","","","","演员",""
"1410928","汤舒怡","女","","小马","2000-07-06","马来西亚","","演员",""
"1410926","吴保锜","男","Error","吳保錡","1991-01-25","","水瓶座","演员",""
"1410888","肖宝钟  ","男","","","","","","演员",""
"1410845","Michael Davis","男","","","","","","演员",""
"1410815","板仓俊之","男","","","","","","配音",""
"1410772","娄晶晶","女","","","","","","导演 / 编剧",""
"1410744","高志丹","男","","","","","","导演 / 编剧",""
"1410733","奥诺·斯温顿·伯恩","女","","","1997-10-06","","天秤座","演员",""
"1410730","Vanessa Loibl ","女","","","","","","演员",""
"1410724","佐里卡·努什瓦","女","","","","","","演员",""
"1410718","库比莱·通杰尔","男","","","1969-06-12","土耳其,巴勒克埃西尔","","演员",""
"1410706","林善","男","","","","","","演员",""
"1410695","弗朗索瓦·夏托特","男","","","","","","演员",""
"1410696","阿米利·多尔","女","","","","","","演员",""
"1410692","乔纳森·布迪纳","男","","","","","","演员",""
"1410693","贾迈勒·莱泽阿尔","男","","","","","","演员",""
"1410677","特洛伊·布德罗","男","","","","","","演员",""
"1410676","卡尔森·迈克马克","男","","卡森·麦科马克","","","","演员",""
"1410680","陈帅","男","","","1994-08-13","","狮子座","演员",""
"1410675","杰夫·克拉克","男","","","","","","演员",""
"1410674","埃文·马什","男","","","","","","演员",""
"1410669","保罗·福托","男","","","","","","演员",""
"1410668","奥妮克·阿德莉","女","","","1977-01-05","加拿大,多伦多","","演员",""
"1410625","詹姆士·奎因·马奇","男","","","","","","演员",""
"1410615","松本大","男","松本大 / まつもと だい","","1959-06-01","日本,东京都","双子座","配音 / 演员",""
"1410607","韦斯利·麦金尼斯","男","","","","加拿大,卡尔加里","","演员",""
"1410606","米切尔·理查德森","男","","","1995-06-22","爱尔兰,都柏林","","演员",""
"1410640","汤剑廷","男","","汤剑庭","","","","演员 / 剪辑 / 摄影 / 制片人 / 副导演",""
"1410572","姜郦","女","","","","","","演员",""
"1410467","金宁","女","","","1996-12-12","中国,江苏,南京","射手座","演员",""
"1410416","加比·奥里韦拉","女","","","","","","演员",""
"1410401","托马斯·沃尔夫","男","","","","","","演员",""
"1410352","长友佑都","男","長友佑都","","1986-09-12","日本,爱媛县,西条市","处女座","演员 / 其它 / 导演",""
"1410330","黄粲","男","","黄粲华(本名) / 夏之曦(笔名)","","中国,湖南,长沙","","导演 / 编剧 / 副导演","黄粲 (1911—1994)原名黄粲华，笔名夏之曦，湖南长沙人。中国电影导演和编剧。 1926年参加湖南农民运动，曾任省农民协会宣传干事、全省农村儿童团委员长。1927年参加秋收起义，后赴上海做共青团地下工作。1929年入上海美术专科学校乐系。翌年入新华艺术大学，同时参加南国社及左翼戏剧运动，改编并导演话剧《马柳特加》。1931年回湖南，任中学教员。1932年后，曾发起组织大时代学术研究会。导演《娜拉》、《一片爱国心》等话剧，《湘累》、《棠棣之花》等歌剧。后又组织1936剧..."
"1410286","程润坤 ","男","","","","","","演员 / 导演 / 编剧",""
"1410267","刘浩存","女","","","2000-05-20","","金牛座","演员",""
"1410189","刘冠男","男","","","","","","演员",""
"1410127","姜大川","男","Tai-Chuen Keung","姜大村","","","","演员 / 配音",""
"1410083","伯恩·冯·德·韦伦","男","","","","","","演员",""
"1410061","石川宽美","女","石川寛美 / いしかわ ひろみ","","1961-11-12","日本,东京都","天蝎座","配音 / 演员",""
"1410109","凯蒂·米歇尔","女","","","1964-09-23","英国","","导演",""
"1410058","陈丽儿","女","","陳麗兒","","","","演员",""
"1410064","稻垣悟","男","稲垣悟 / いながき さとる","","","","","配音 / 演员",""
"1410034","陈浩然","男","","","","","","演员",""
"1410033","王镇洋","男","","","","","","演员",""
"1410031","曹绍钦","男","","","","","","演员",""
"1410019","安紫依","女","","","","","","演员",""
"1409929","于妮妮","女","","","","","","导演",""
"1409923","胡世闻","男","","","1992-08-11","中国,辽宁,沈阳","狮子座","演员",""
"1409914","韩龙瑄","男","","韩荣轩","","中国,山东","","演员",""
"1409896","马晓静","女","","陶恩然","","","","演员",""
"1409889","切尔西·米勒","女","","","","","","演员",""
"1409888","阿德里安·格林·麦莫伦","男","","","","","","演员",""
"1409886","戴维·奥佩贝米","男","","","","","","演员",""
"1409863","李熙政","男","","","","中国,湖北","","演员",""
"1409862","刘美旗","女","","","","中国","","演员",""
"1409842","安东尼奥·阿尔瓦雷斯","男","","","","","","演员 / 配音",""
"1409758","宫崎宽务","男","宮崎寛務 / みやざき ひろむ","","1957-05-07","日本,北海道","金牛座","配音 / 演员",""
"1409754","齐藤次郎","男","斉藤次郎 / Jirô Saitô","","","日本,栃木县","","配音",""
"1409727","宫泽清子","女","宮沢きよこ","","1948-04-06","日本,东京都","白羊座","配音",""
"1409717","马特·霍金斯","男","","","","英国,南威尔士","","演员",""
"1409741","斯蒂芬妮·希尔","女","","","","","","演员",""
"1409716","亨利·登翰","男","","","","","","导演 / 编剧 / 音乐 / 制片人",""
"1409720","中尾衣里","女","中尾衣里 / なかお　えり","","1980-05-15","日本,兵库县","金牛座","配音 / 演员",""
"1409687","尤里亚·凯林娜","女","","","1992-01-11","俄罗斯,莫斯科","","演员",""
"1409686","安娜·阿达莫维奇","女","","","1993-11-09","乌克兰,基辅","","演员",""
"1409683","莎农·卡诺瓦斯","女","","","","","","演员",""
"1409679","贺鹏","男","","","1989-08-12","中国,河南,新乡","狮子座","演员",""
"1409641","珍妮·亨利","女","Jeanne Herry-Leclerc","","1978-04-19","法国,里昂","","演员 / 导演 / 编剧 / 配音",""
"1409627","长谷川芳明","男","長谷川芳明","","1984-10-21","日本,东京都","天秤座","配音",""
"1409617","汤姆·梅西耶","男","","","","","","演员",""
"1409606","李胜宰","男","","","","","","导演 / 编剧",""
"1409602","保罗·贝塞加托","","","","1951-03-30","意大利,威尼斯","白羊座","演员",""
"1409507","菊本平","男","菊本平 / きくもと たいら","","1979-06-11","日本,茨城县","双子座","配音",""
"1409506","津田英三","男","津田英三 / Eizô Tsuda","","1948-03-17","日本,琦玉县","双鱼座","配音",""
"1409502","利根健太朗","男","利根健太朗 / 相武遠大","相武远大","1982-05-29","日本,广岛县","双子座","配音 / 演员","小学3年级至5年级时，由于父亲工作的关系在美国居住。回到日本后加入了高中的放送部。"
"1409496","杨帆","男","","","","","","导演 / 编剧",""
"1409494","罗婷","女","Law Ting","罗爱真","","","","演员 / 制片人",""
"1409460","谢恺予","男","","","1992-02-01","中国,广东,深圳","水瓶座","演员",""
"1409443","关水渚","女","関水渚","","1998-06-05","日本 神奈川县","双子座","演员",""
"1409434","张子武","男","","","","","天秤座","导演 / 编剧 / 制片人","青年编剧、导演，本科毕业于外交学院英语系英语专业。2013年至2018年就职于陆川导演工作室，曾全程参与陆川导演的电影《九层妖塔》《我们诞生在中国》《钢铁镇》《749局》的剧本创作，并独立创作《749局》前传网剧剧本《749：绝密档案》。编剧并导演作品有：剧情短片《实习生》（2016）入围上海短片之夜电影展映、剧情短片《学校尽头》（2016）入围第二届北京独立短片电影节、剧情短片《真实谎言》（2013）获中日韩大学生创意视频大赛优秀作品奖、纪录片《如果平凡》（2013）获..."
"1409430","罗予彤","女","","罗泽丽","1994-08-10","中国,湖南,湘潭","狮子座","演员",""
"1409422","李炳","男","","","","中国,山西","","导演 / 摄影",""
"1409384","刘群","女","","","","中国,上海","","演员","刘群，浙江省话剧团女演员。自上海戏剧学院表演系毕业后，被分配到浙江军垦农场工作。粉碎“四人帮”后，刘群返回舞台，先后在《大风歌》、《日出》、《铁蹄下的玫瑰》、《她含笑死去》、《阿混新传》、《第十一块浮雕》、《初恋时，我们不懂爱情》、《天涯断肠人》、《月蚀》等话剧中塑造了吕后之妹吕须、妓女翠喜、老奶奶、报童、华桥夫人、公司经理、城市女青年等人物形象。在浙江第四届戏剧节上获得表演二等奖。她在多部话剧和影视剧中饰演过江青。第一次是在1976年10月团..."
"1409326","优太朗","男","ゆうたろう","后藤优太朗","1998-06-03","日本,广岛县","","演员",""
"1409325","杰瑞德·格里姆斯","男","","","","","","演员",""
"1409323","薛卉葳","女","","","1995-04-28","中国,山西,太原","金牛座","演员",""
"1409305","比约恩·弗赖贝格","男","","","","","","演员",""
"1409301","宋恺","男","","","","","","演员",""
"1409279","法比安·弗兰克尔","男","","","","","","演员",""
"1409255","赤城进","男","赤城進 / 遠藤真 / Endou Makoto","远藤真","1972-11-08","日本,东京都","天蝎座","配音 / 演员","1972年11月28日生まれ。東京都出身。旧名義は『遠藤真（えんどうまこと）』。"
"1409245","马赞·哈立德","男","","","","","","导演 / 编剧",""
"1409222","拉希德·约翰逊","男","","","","","","导演",""
"1409229","杨允敬","男","Chris Yeung","","","","","演员 / 副导演 / 制片人 / 导演",""
"1409216","约翰·迈克菲尔","男","","","","","","导演 / 演员 / 剪辑 / 摄影 / 制片人",""
"1409199","瑞秋·泽格勒","女","","","","","","演员",""
"1409142","若瑟琳·祖科","女","","","","","","演员",""
"1409127","张其","男","","张文齐(本名) / 张琪(曾用名)","1921-08-04","中国,北京","","导演 / 演员 / 副导演","张其，电影导演、演员。1921年8月4日生于北京，广东省中山县人。原名张文齐，曾用名张琪。1938年参加八路军，1940年加入中国共产党，1942年进入晋绥鲁艺分院作曲班学习，历任戏剧组长、剧团团长等职。1947年随西北电影工学队加入东北电影制片厂。曾在《光芒万丈》、《无形的战线》、《光荣人家》等影片中扮演重要角色。1952年调入文化部电影局教育片组以及随后的上海科影任导演，导演《速成识字法》等科教片。"
"1409110","王翦","女","","","","","","演员",""
"1409109","张天羽","男","","","","","","导演 / 编剧",""
"1409099","亚历山卓·巴格特","男","","","","","","演员",""
"1409145","威利","男","Wai-Lam Fung","冯伟林","","","","演员 / 编剧",""
"1409097","菲利普·安德瑞·波铁洛","男","","","","","","演员",""
"1409091","伯努瓦·弗加德","男","","","1977-07-19","法国,索菲亚科技园","巨蟹座","导演 / 编剧 / 演员 / 音乐 / 剪辑",""
"1409039","长内映里香","女","","","","","","演员",""
"1409032","罗贤珠","女","나현주","","1986-12-15","韩国,忠清北道,清州市","","演员",""
"1409030","黄锎","男","Bosscaiola Wong","黃鐦","","","","导演 / 编剧",""
"1409004","寒月","男","","","1988-07-21","中国,河南,南阳","处女座","导演 / 演员",""
"1409027","王紫凝","女","","","","","","演员",""
"1409022","衣雪艳","女","","","","","","演员",""
"1408954","黄恰恰","女","","","","","","演员",""
"1408927","庞劭麒","男","","","","","","演员 / 导演 / 编剧",""
"1408917","周一菡","女","","凌寒君","1991-12-26","","","配音","周一菡，出生于江苏徐州的青年女性配音演员，现居北京。声音温润优美，音域宽广，富于变化。活跃于国内影视、译制、动画配音，并多次为暴雪、腾讯、网易、盛大等游戏大IP献声。配音作品有影视剧《东宫》容霜、方尚仪、《绝密者》郑爽饰演的奈良优子、《隋唐英雄五》武凤娘；动画作品《小猪佩奇》小马佩德罗、大象艾米丽、小兔瑞贝卡；游戏作品《最终幻想14》娜娜莫女王、《魔兽世界》维多利亚、《炉石传说》爆破专家布林娜、《剑灵》惠子、《三国杀》伏皇后、SP蔡文姬、黄月英..."
"1408916","布兰丁·贝拉沃尔","女","","","1984-03-02","法国,莫尔比昂,马莱斯特鲁瓦","","演员",""
"1408895","尼克·布鲁诺","男","","","","","","导演",""
"1408896","特洛伊·奎安","男","","","","","","导演",""
"1408872","诺厄·马克斯韦尔·克拉克","男","","","","","","演员",""
"1408871","汤姆·巴伯-达菲","男","","","","","","演员",""
"1408855","王婷","女","Ting Huang","","","","","演员",""
"1408823","张皓森","男","","","","","","演员",""
"1408777","佩里·菲兹派翠克","男","","","","","","演员",""
"1408776","马修·霍普","男","","","","","","导演 / 编剧",""
"1408758","苗溢伦","男","","","","","","演员",""
"1408751","张宏威","男","","","","辽宁","处女座","演员",""
"1408743","郭美珒","女","Kuo Yi-Le","","1968-07-31","台湾","狮子座","演员",""
"1408694","景如洋","女","","","","中国,辽宁,大连","","演员",""
"1408669","佐藤美由希","女","佐藤美由希 / はちこ / Hachiko","","1988-10-24","日本,神奈川","摩羯座","配音",""
"1408655","青森伸","男","青森伸 / あおもり しん / 一戸和男","一户和男(本名)","1941-10-20","日本,青森","天秤座","配音 / 演员",""
"1408593","蔡小艺","女","","","","","","演员",""
"1408585","毕雪","女","","","1994-11-10","中国,辽宁","天蝎座","演员",""
"1408607","何添","男","","","","","","其它 / 演员 / 副导演",""
"1408547","吴敏俊","男","오민준","","","","","演员",""
"1408529","马塞拉·莫拉","女","","","","","","演员",""
"1408537","任文","男","","","","杭州","金牛座","导演 / 编剧",""
"1408530","安娜·瑞斯顿","女","","","","","","演员",""
"1408527","苏珊娜·里贝罗","女","","","","巴西,里约热内卢州,里约热内卢市","","演员",""
"1408485","汪桔华","男","","汪导 / 小枫","1992-04-12","中国,安徽,安庆","白羊座","导演 / 演员 / 编剧",""
"1408476","萧智文","男","Zhiwen Xiao","","","","","演员",""
"1408454","白林峰","","","","","云南玉溪","","导演 / 编剧",""
"1408457","曹天恺","男","","曹云航","","","","演员",""
"1408437","周文羽","女","","","","","","演员",""
"1408426","简·麦克高文","女","Jennifer McGowan","","","美国,哥伦比亚区,华盛顿","","导演",""
"1408425","麦卡·霍普特曼","男","Micah A. Hauptman","","1973-12-26","美国,宾夕法尼亚州,费城","","演员 / 制片人",""
"1408417","詹前俊","男","","","","","","导演",""
"1408416","卢·卢蒂奥","女","","","1989-10-06","法国,蒙彼利埃","","演员",""
"1408390","梅西·惠特纳","男","","","","","","演员",""
"1408389","西片康人","男","","","","","","导演",""
"1408388","舒诺里·拉马纳森","女","","","","","","演员",""
"1408384","比尔·奥利弗","男","","","","","","导演 / 编剧",""
"1408325","班玛加","男","","","1997-03-04","中国,青海,果洛","双鱼座","演员",""
"1408299","张浩宇","男","","","1995-08-19","中国,河北,邯郸","","演员",""
"1408298","张景迪","男","Joey","","1994-08-18","","狮子座","演员",""
"1408279","特拉维斯·W·布鲁耶","男","","","","","","演员",""
"1408276","布莱恩·梅","男","","","","","","演员",""
"1408254","杨睿","男","","","","","","演员",""
"1408253","刘子畅","男","","","","","","演员",""
"1408248","冯子洵","男","","冯彪","1988-09-24","中国,重庆","天秤座","导演","冯子洵（原名冯彪），中国大陆80后青年导演、编剧，创意新颖、手法细腻，擅长刻划小人物的内心情感和曲折的人生历程，作品饱含温情元素，剧作上不拘泥于艺术片和商业片的界定，曾和国内外知名导演有过深度合作，拍摄多部影视作品。2012年首次自编自导的影片《孝在何时》被中共中央共青团 网络中心选为第四届中华父亲节献礼片，影片播放后得到多位领导人的好评，该片在众多电影节中获得各种奖项；2016年执导网络电影《美女爱上野兽》；2017年执导院线电影《好好回家》，同年执导..."
"1408239","德雷克·哈利根","男","","","","","","演员",""
"1408240","斯塔奇·希克斯","女","","","","","","演员",""
"1408238","理查德·道布尔迪","男","","","","","","演员 / 导演",""
"1408237","阿米莉亚·戴尔","女","","","","","","演员",""
"1408232","帕洛米·戈肖","女","","","","","","演员",""
"1408231","格塔姜利·库尔卡尼","女","","","","","","演员",""
"1408233","纳瓦宁德·贝尔","女","","","1949-10-30","印度,德里","","演员",""
"1408214","许仁杰","男","","","1985-08-30","台湾,高雄","处女座","演员",""
"1408202","森干太","男","森幹太 / 鈴木威(本名)","铃木威(本名)","","日本,秋田县,秋田市","摩羯座","演员",""
"1408189","基拉·诺尔","女","","","1994-07-16","美国,加州,圣马力诺","巨蟹座","演员",""
"1408160","康纳·斯温德尔","男","","","1996-09-19","","处女座","演员",""
"1408162","艾玛·麦肯","女","Emma Margaret Tachard-Mackey(本名)","","1997-03-02","法国,勒芒","双鱼座","演员",""
"1408158","凯达·威廉姆斯特灵","男","","","","","","演员",""
"1408137","片石千春","女","片石千春 / かたいし ちはる / Röttger千春","","1963-04-18","日本,琦玉","白羊座","配音 / 演员",""
"1408134","平野正人","男","平野正人 / ひらの まさと","","1955-11-16","日本,岩手,八幡平","天蝎座","配音 / 演员",""
"1408040","陈立唯","男","","陈勇","","","","演员",""
"1408003","米尔维亚·马里利亚诺","女","","","","","","演员",""
"1407965","三浦雅子","女","三浦雅子 / みうら まさこ","","1959-11-29","日本,大分,臼杵","射手座","配音","隶属于ARTSVISION。东京俳优生活协同组合附属俳协演剧研究所出身。"
"1407880","黎真安","女","","","","","","演员",""
"1407888","王益民","男","","","","中国,山西,大同","巨蟹座","导演",""
"1407929","王旭峰","男","","","1985-01-25","中国,陕西,西安","","导演 / 编剧",""
"1407879","赵聪","女","","","","","","","赵聪，1976年生，中国当代琵琶演奏家，中国十大青年琵琶演奏家之一。中央民族乐团琵琶首席，国家一级演员、中国民族管弦乐协会琵琶协会副秘书长，中央国家机关青联委员、文化部青联委员、北京大学艺术总团顾问。美国斯坦福大学首位艺术访问学者，2014年获得美国圣荷西“国际世界音乐演奏大师”认证，并被聘请为美国圣荷西（San Jose）国际艺术节艺委会理事及高级评委。CCTV民乐大赛、国际中国乐器大赛等多项比赛评委，首届中国国家艺术基金重点资助音乐家。"
"1407876","王圣迪","女","","","","","","演员",""
"1407874","乔磊","男","","","1984-10-15","中国,北京","","演员 / 导演 / 副导演 / 编剧",""
"1407810","谷川俊之","男","","","","","","演员",""
"1407781","王海","男","","","","","","导演 / 编剧",""
"1407789","甘书杰","男","","","1992-08-10","中国,广西,南宁","狮子座","演员","甘书杰，1992年8月10日出生于广西南宁，中国内地影视男演员、电视节目主持人。"
"1407787","阿西姆·乔杜里","男","","","","","","演员 / 编剧",""
"1407780","莫希尼·凯瓦拉曼","女","","","","","","演员",""
"1407770","林雪怀","男","","","","","","演员",""
"1407767","冯星","女","","","","","","演员",""
"1407757","洪宗义","男","","","1970-01-01","中国,北京","摩羯座","演员",""
"1407748","彭电平","男","","","","","","演员",""
"1407747","吴丹","女","","","","","","演员",""
"1407741","陈志敏","男","","","","","","导演 / 编剧",""
"1407708","玛雅·S·克里希南","女","","","1996-04-15","印度,马杜赖","","演员",""
"1407706","巴拉斯·雷迪","男","","","1974-10-22","印度,蒂鲁伯蒂","","演员",""
"1407707","伊莎里·加内什","男","","","1966-10-07","印度,钦奈","","演员",""
"1407704","阿南特·纳拉扬·马哈德凡","男","","","1950-08-28","印度,德里久尔","","演员",""
"1407702","苏丹舒·潘迪","男","","","1974-08-22","印度,库马盎专区","","演员",""
"1407703","卡拉巴万·沙约翰","男","","","1977-11-30","印度,戈德亚姆","","演员",""
"1407676","文少如","男","","","","","","演员",""
"1407626","霍拉西欧·加西亚·罗哈斯","男","Horacio García /  Horacio García-Rojas / Horacio García Rojas","","","","","演员",""
"1407609","杰西 ·海德","男","","","","","","演员",""
"1407633","久家心","女","","","2004-03-11","日本,神奈川县","双鱼座","演员",""
"1407589","朱利安·费罗","男","","","","","","演员",""
"1407577","查亚·卡达姆","女","","","","","","演员",""
"1407576","阿什维尼·卡尔塞卡","女","","","1970-01-22","印度,孟买","","演员",""
"1407574","安尔·德霍万","男","","","1950-11-27","印度,德里","","演员",""
"1407565","袁利国","男","","","1978-03-11","中国,黑龙江,双鸭山","双鱼座","演员",""
"1407558","Shadab Kamal","男","","","","","","演员",""
"1407552","迪皮卡·阿明","女","Deepika Deshpande-Amin","","","","","演员",""
"1407551","穆罕默德·齐尚·艾布","男","","","","","","演员",""
"1407549","阿南德·雷","男","","","1971-06-28","","巨蟹座","导演",""
"1407529","金德尔·查特斯","男","","","1987-09-15","","","演员",""
"1407528","布兹·萨瑟兰德","男","","","","","","演员",""
"1407523","汤米·李·巴克","男","","","1994-08-26","法国","","演员",""
"1407519","丹尼·拉米雷斯","男","","","1997-09-17","美国,伊利诺伊州,芝加哥","","演员",""
"1407516","夏雯","女","Emma Xia","","1990-08-03","中国,陕西,西安","狮子座","导演",""
"1407501","周珍","女","","","","","","演员",""
"1407508","齐庆林","男","","","1964-10-30","中国,辽宁,抚顺","天蝎座","演员",""
"1407486","刘教级","男","","","","","","演员",""
"1407485","张可方","男","","","","","","演员",""
"1407467","何子君","男","","","1983-08-11","","狮子座","演员",""
"1407479","穆龙","男","Hongwu Shang","尚鸿武 / 尚洪武","","","","导演 / 编剧",""
"1407426","聂新源","男","","","","","","演员",""
"1407425","吴昊天","男","","","","","","演员",""
"1407400","徐鹏","男","","","1999-01-25","中国","水瓶座","演员",""
"1407396","宋江","男","송강","宋康","1994-04-23","韩国","","演员","宋江，韩国男演员。"
"1407401","邓建明","男","","太极乐队","1963-11-07","","天蝎座","演员 / 音乐",""
"1407331","金旻昊","男","","","","韩国","","导演 / 编剧",""
"1407350","诺埃米·冈萨雷斯","女","","","","","","演员",""
"1407453","姚德冰","男","","","","","","演员",""
"1407316","方龙","男","","","","","","演员",""
"1407310","张琦玉","女","","","","","","演员",""
"1407304","维克托里娅·菲斯","女","","","","","","演员",""
"1407292","李戈","男","","","","","","演员",""
"1407416","张蜀生","男","","","","","","导演",""
"1407241","邓荣耀","","","","1966-11-01","香港","","副导演 / 演员 / 导演 / 编剧",""
"1407207","阿德里安娜·梅格斯","女","","","","加拿大,科纳布鲁克","","导演 / 编剧",""
"1407162","弗朗西斯科·雷耶斯","男","","","","","","演员",""
"1407306","李春白","男","","","","","","导演 / 美术",""
"1407184","波尔·莫南","男","","","1994-07-22","西班牙,奥维耶多","","演员",""
"1407160","罗西·罗德里格斯","女","","","","","","演员",""
"1407159","莫雷诺·博尔哈","男","","","","","","演员",""
"1407155","安德里亚·豪列塔","女","","","","","","导演 / 制片人 / 编剧",""
"1407148","李聪贤","男","이충현","","","","","导演",""
